,Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
2054,BKN,BKN vs. MIA,11/14/2018,L,240,107,41,101,40.6,8,28,28.6,17,24,70.8,16,30,46,17,10,2,15,29,-13
2055,PHX,PHX vs. SAS,11/14/2018,W,240,116,47,84,56.0,15,31,48.4,7,8,87.5,5,33,38,27,9,4,16,23,20
2056,SAS,SAS @ PHX,11/14/2018,L,240,96,35,83,42.2,7,23,30.4,19,24,79.2,13,30,43,16,7,4,18,12,-20
2057,POR,POR @ LAL,11/14/2018,L,240,117,41,93,44.1,14,33,42.4,21,23,91.3,11,36,47,24,8,10,15,21,-9
2058,LAL,LAL vs. POR,11/14/2018,W,240,126,44,93,47.3,15,32,46.9,23,26,88.5,11,37,48,25,11,6,13,18,9
2059,DEN,DEN vs. HOU,11/13/2018,L,240,99,38,76,50.0,11,25,44.0,12,16,75.0,7,24,31,27,11,2,16,20,-10
2060,HOU,HOU @ DEN,11/13/2018,W,240,109,39,71,54.9,13,37,35.1,18,26,69.2,6,26,32,23,7,6,15,20,10
2061,CLE,CLE vs. CHA,11/13/2018,W,240,113,45,85,52.9,13,24,54.2,10,12,83.3,14,46,60,23,5,3,20,20,24
2062,CHA,CHA @ CLE,11/13/2018,L,240,89,33,95,34.7,8,41,19.5,15,19,78.9,12,25,37,22,12,4,9,11,-24
2063,GSW,GSW vs. ATL,11/13/2018,W,240,110,39,91,42.9,12,27,44.4,20,21,95.2,13,35,48,28,8,6,13,20,7
2064,ATL,ATL @ GSW,11/13/2018,L,240,103,40,89,44.9,12,32,37.5,11,15,73.3,10,32,42,25,9,2,17,18,-7
2065,MEM,MEM vs. UTA,11/12/2018,L,240,88,33,79,41.8,4,24,16.7,18,23,78.3,8,34,42,19,7,9,16,28,-8
2066,UTA,UTA @ MEM,11/12/2018,W,240,96,32,82,39.0,9,32,28.1,23,30,76.7,13,36,49,19,7,6,15,25,8
2067,PHX,PHX @ OKC,11/12/2018,L,240,101,39,81,48.1,7,26,26.9,16,19,84.2,10,27,37,25,5,5,18,21,-17
2068,OKC,OKC vs. PHX,11/12/2018,W,240,118,43,92,46.7,13,27,48.1,19,20,95.0,12,30,42,23,12,6,14,15,17
2069,TOR,TOR vs. NOP,11/12/2018,L,240,110,39,97,40.2,13,45,28.9,19,22,86.4,13,30,43,22,9,5,11,20,-16
2070,NOP,NOP @ TOR,11/12/2018,W,240,126,54,99,54.5,10,27,37.0,8,13,61.5,14,40,54,30,2,4,13,20,16
2071,WAS,WAS vs. ORL,11/12/2018,W,240,117,40,79,50.6,13,33,39.4,24,33,72.7,7,34,41,24,8,7,12,17,8
2072,ORL,ORL @ WAS,11/12/2018,L,240,109,43,89,48.3,15,30,50.0,8,11,72.7,8,26,34,28,5,6,13,28,-8
2073,MIN,MIN vs. BKN,11/12/2018,W,240,120,42,80,52.5,10,23,43.5,26,31,83.9,9,43,52,26,8,6,23,17,7
2074,BKN,BKN @ MIN,11/12/2018,L,240,113,40,101,39.6,18,50,36.0,15,22,68.2,19,23,42,28,10,2,13,29,-7
2075,SAS,SAS @ SAC,11/12/2018,L,240,99,38,87,43.7,10,31,32.3,13,16,81.3,9,34,43,25,5,4,15,12,-5
2076,SAC,SAC vs. SAS,11/12/2018,W,240,104,43,86,50.0,11,24,45.8,7,12,58.3,7,38,45,27,12,3,13,20,5
2077,PHI,PHI @ MIA,11/12/2018,W,240,124,39,83,47.0,15,36,41.7,31,39,79.5,10,32,42,24,5,0,10,24,10
2078,MIA,MIA vs. PHI,11/12/2018,L,240,114,37,77,48.1,13,31,41.9,27,33,81.8,8,32,40,19,5,6,15,30,-10
2079,LAC,LAC vs. GSW,11/12/2018,W,265,121,43,91,47.3,5,20,25.0,30,34,88.2,6,43,49,23,11,5,17,23,5
2080,GSW,GSW @ LAC,11/12/2018,L,265,116,44,94,46.8,12,31,38.7,16,23,69.6,11,35,46,27,7,8,17,25,-5
2081,CHI,CHI vs. DAL,11/12/2018,L,240,98,35,89,39.3,8,33,24.2,20,22,90.9,8,37,45,16,11,3,17,26,-5
2082,DAL,DAL @ CHI,11/12/2018,W,240,103,37,79,46.8,10,33,30.3,19,29,65.5,7,42,49,18,11,7,20,22,5
2083,MIL,MIL @ DEN,11/11/2018,W,240,121,48,84,57.1,17,34,50.0,8,13,61.5,5,36,41,27,10,7,13,17,7
2084,DEN,DEN vs. MIL,11/11/2018,L,240,114,41,89,46.1,18,38,47.4,14,20,70.0,10,29,39,27,8,5,10,16,-7
2085,POR,POR vs. BOS,11/11/2018,W,240,100,39,86,45.3,14,36,38.9,8,10,80.0,15,40,55,22,4,2,21,14,6
2086,BOS,BOS @ POR,11/11/2018,L,240,94,36,93,38.7,14,42,33.3,8,10,80.0,11,31,42,19,11,5,13,16,-6
2087,CHA,CHA @ DET,11/11/2018,W,240,113,43,85,50.6,11,28,39.3,16,18,88.9,6,40,46,24,6,8,12,26,10
2088,DET,DET vs. CHA,11/11/2018,L,240,103,38,104,36.5,12,44,27.3,15,19,78.9,22,29,51,21,5,4,10,18,-10
2089,IND,IND @ HOU,11/11/2018,L,240,103,36,78,46.2,11,29,37.9,20,26,76.9,5,30,35,24,10,6,13,22,-12
2090,HOU,HOU vs. IND,11/11/2018,W,240,115,36,74,48.6,20,47,42.6,23,32,71.9,8,30,38,18,6,5,17,22,12
2091,ORL,ORL @ NYK,11/11/2018,W,240,115,44,98,44.9,17,42,40.5,10,11,90.9,10,42,52,31,10,9,11,21,26
2092,NYK,NYK vs. ORL,11/11/2018,L,240,89,31,88,35.2,5,28,17.9,22,30,73.3,13,41,54,13,4,15,19,21,-26
2093,LAL,LAL vs. ATL,11/11/2018,W,240,107,39,92,42.4,14,38,36.8,15,24,62.5,17,31,48,28,12,9,23,23,1
2094,ATL,ATL @ LAL,11/11/2018,L,240,106,41,95,43.2,13,37,35.1,11,13,84.6,10,34,44,25,11,4,19,23,-1
2095,NOP,NOP vs. PHX,11/10/2018,W,240,119,42,86,48.8,11,25,44.0,24,29,82.8,16,38,54,28,7,7,18,18,20
2096,PHX,PHX @ NOP,11/10/2018,L,240,99,35,86,40.7,10,36,27.8,19,20,95.0,10,27,37,16,10,7,17,27,-20
2097,PHI,PHI @ MEM,11/10/2018,L,265,106,44,85,51.8,8,31,25.8,10,16,62.5,8,40,48,27,10,6,23,20,-6
2098,MEM,MEM vs. PHI,11/10/2018,W,265,112,45,103,43.7,11,30,36.7,11,15,73.3,15,30,45,16,9,3,11,18,6
2099,NYK,NYK @ TOR,11/10/2018,L,240,112,44,96,45.8,6,22,27.3,18,22,81.8,16,31,47,18,12,6,14,26,-16
2100,TOR,TOR vs. NYK,11/10/2018,W,240,128,42,79,53.2,14,35,40.0,30,40,75.0,12,34,46,24,8,4,15,20,16
2101,SAC,SAC vs. LAL,11/10/2018,L,240,86,32,92,34.8,6,25,24.0,16,20,80.0,13,37,50,11,7,5,19,20,-15
2102,LAL,LAL @ SAC,11/10/2018,W,240,101,41,99,41.4,12,38,31.6,7,17,41.2,17,42,59,23,11,3,16,20,15
2103,OKC,OKC @ DAL,11/10/2018,L,240,96,38,97,39.2,9,34,26.5,11,18,61.1,26,27,53,17,9,2,16,19,-15
2104,DAL,DAL vs. OKC,11/10/2018,W,240,111,43,77,55.8,14,29,48.3,11,17,64.7,4,34,38,31,9,5,16,23,15
2105,WAS,WAS @ MIA,11/10/2018,W,240,116,40,83,48.2,8,22,36.4,28,38,73.7,16,32,48,14,8,5,16,25,6
2106,MIA,MIA vs. WAS,11/10/2018,L,240,110,39,88,44.3,12,33,36.4,20,26,76.9,14,24,38,25,5,5,19,31,-6
2107,LAC,LAC vs. MIL,11/10/2018,W,265,128,46,99,46.5,14,34,41.2,22,27,81.5,10,44,54,26,6,6,18,19,2
2108,MIL,MIL @ LAC,11/10/2018,L,265,126,47,105,44.8,16,46,34.8,16,23,69.6,15,37,52,31,11,8,17,26,-2
2109,CLE,CLE @ CHI,11/10/2018,L,240,98,39,91,42.9,8,21,38.1,12,18,66.7,15,38,53,15,5,6,12,17,-1
2110,CHI,CHI vs. CLE,11/10/2018,W,240,99,39,82,47.6,7,18,38.9,14,21,66.7,5,33,38,20,7,5,11,19,1
2111,HOU,HOU @ SAS,11/10/2018,L,240,89,30,90,33.3,9,41,22.0,20,29,69.0,15,34,49,11,10,5,8,24,-7
2112,SAS,SAS vs. HOU,11/10/2018,W,240,96,33,74,44.6,10,20,50.0,20,27,74.1,8,38,46,17,3,5,16,20,7
2113,BKN,BKN @ GSW,11/10/2018,L,240,100,36,77,46.8,7,24,29.2,21,29,72.4,12,29,41,20,7,2,15,22,-16
2114,GSW,GSW vs. BKN,11/10/2018,W,240,116,46,83,55.4,7,16,43.8,17,21,81.0,6,30,36,27,9,7,10,24,16
2115,BKN,BKN @ DEN,11/09/2018,W,240,112,36,88,40.9,12,33,36.4,28,42,66.7,12,30,42,21,7,9,8,24,2
2116,DEN,DEN vs. BKN,11/09/2018,L,240,110,40,87,46.0,5,18,27.8,25,34,73.5,15,39,54,20,3,5,13,28,-2
2117,MIN,MIN @ SAC,11/09/2018,L,240,110,39,94,41.5,7,25,28.0,25,31,80.6,15,37,52,20,6,1,17,23,-11
2118,SAC,SAC vs. MIN,11/09/2018,W,240,121,43,95,45.3,12,32,37.5,23,29,79.3,12,37,49,25,7,6,13,29,11
2119,DET,DET @ ATL,11/09/2018,W,240,124,46,97,47.4,20,47,42.6,12,19,63.2,10,34,44,30,10,6,11,31,15
2120,ATL,ATL vs. DET,11/09/2018,L,240,109,36,79,45.6,7,28,25.0,30,40,75.0,9,44,53,17,6,2,16,21,-15
2121,BOS,BOS @ UTA,11/09/2018,L,240,115,39,88,44.3,17,43,39.5,20,22,90.9,5,23,28,31,11,3,8,20,-8
2122,UTA,UTA vs. BOS,11/09/2018,W,240,123,43,77,55.8,13,34,38.2,24,30,80.0,8,37,45,29,4,4,17,21,8
2123,IND,IND @ MIA,11/09/2018,W,240,110,43,79,54.4,7,20,35.0,17,29,58.6,6,33,39,20,10,5,18,26,8
2124,MIA,MIA vs. IND,11/09/2018,L,240,102,36,80,45.0,14,27,51.9,16,27,59.3,9,29,38,27,6,6,24,27,-8
2125,ORL,ORL vs. WAS,11/09/2018,W,240,117,44,86,51.2,13,31,41.9,16,19,84.2,10,31,41,26,8,6,16,18,9
2126,WAS,WAS @ ORL,11/09/2018,L,240,108,42,82,51.2,11,27,40.7,13,19,68.4,6,29,35,24,8,3,19,18,-9
2127,PHI,PHI vs. CHA,11/09/2018,W,265,133,45,94,47.9,12,37,32.4,31,41,75.6,13,46,59,33,3,15,17,33,1
2128,CHA,CHA @ PHI,11/09/2018,L,265,132,43,110,39.1,16,40,40.0,30,40,75.0,14,35,49,25,10,5,7,33,-1
2129,HOU,HOU @ OKC,11/08/2018,L,240,80,31,82,37.8,11,42,26.2,7,10,70.0,12,27,39,16,9,3,17,26,-18
2130,OKC,OKC vs. HOU,11/08/2018,W,240,98,36,81,44.4,9,37,24.3,17,24,70.8,13,39,52,18,10,4,15,16,18
2131,LAC,LAC @ POR,11/08/2018,L,240,105,41,89,46.1,8,23,34.8,15,20,75.0,7,34,41,19,2,10,7,22,-11
2132,POR,POR vs. LAC,11/08/2018,W,240,116,40,97,41.2,10,26,38.5,26,28,92.9,14,39,53,18,4,8,7,20,11
2133,BOS,BOS @ PHX,11/08/2018,W,265,116,39,97,40.2,14,37,37.8,24,31,77.4,17,39,56,21,6,6,16,18,7
2134,PHX,PHX vs. BOS,11/08/2018,L,265,109,41,93,44.1,11,35,31.4,16,19,84.2,4,38,42,25,10,6,15,23,-7
2135,MIL,MIL @ GSW,11/08/2018,W,240,134,52,101,51.5,9,35,25.7,21,27,77.8,13,33,46,33,11,7,12,23,23
2136,GSW,GSW vs. MIL,11/08/2018,L,240,111,42,87,48.3,10,28,35.7,17,22,77.3,8,30,38,31,5,6,18,22,-23
2137,NOP,NOP vs. CHI,11/07/2018,W,240,107,42,94,44.7,11,30,36.7,12,17,70.6,11,44,55,32,5,10,15,18,9
2138,CHI,CHI @ NOP,11/07/2018,L,240,98,38,96,39.6,9,31,29.0,13,17,76.5,7,39,46,18,9,7,12,16,-9
2139,DEN,DEN @ MEM,11/07/2018,L,240,87,32,82,39.0,8,32,25.0,15,19,78.9,13,28,41,19,9,3,19,22,-2
2140,MEM,MEM vs. DEN,11/07/2018,W,240,89,30,70,42.9,8,21,38.1,21,25,84.0,8,28,36,19,7,7,18,22,2
2141,SAC,SAC vs. TOR,11/07/2018,L,240,105,42,88,47.7,8,23,34.8,13,18,72.2,6,25,31,27,10,5,15,26,-9
2142,TOR,TOR @ SAC,11/07/2018,W,240,114,41,89,46.1,11,36,30.6,21,23,91.3,13,40,53,17,10,4,22,20,9
2143,NYK,NYK @ ATL,11/07/2018,W,240,112,34,77,44.2,11,30,36.7,33,47,70.2,11,37,48,15,8,7,18,30,5
2144,ATL,ATL vs. NYK,11/07/2018,L,240,107,37,92,40.2,11,38,28.9,22,29,75.9,15,30,45,26,5,9,17,30,-5
2145,PHI,PHI @ IND,11/07/2018,W,240,100,36,79,45.6,10,32,31.3,18,22,81.8,5,38,43,24,7,8,17,18,6
2146,IND,IND vs. PHI,11/07/2018,L,240,94,37,94,39.4,8,31,25.8,12,17,70.6,8,33,41,19,9,6,12,21,-6
2147,UTA,UTA vs. DAL,11/07/2018,W,240,117,43,89,48.3,13,37,35.1,18,26,69.2,8,27,35,31,12,10,12,32,15
2148,DAL,DAL @ UTA,11/07/2018,L,240,102,29,73,39.7,8,24,33.3,36,40,90.0,12,37,49,14,3,4,25,27,-15
2149,SAS,SAS @ MIA,11/07/2018,L,240,88,31,94,33.0,13,32,40.6,13,14,92.9,12,37,49,19,8,5,12,19,-7
2150,MIA,MIA vs. SAS,11/07/2018,W,240,95,36,93,38.7,10,32,31.3,13,18,72.2,14,46,60,21,8,11,13,17,7
2151,OKC,OKC @ CLE,11/07/2018,W,240,95,35,84,41.7,7,27,25.9,18,26,69.2,7,37,44,10,13,9,12,23,9
2152,CLE,CLE vs. OKC,11/07/2018,L,240,86,33,89,37.1,9,31,29.0,11,13,84.6,12,39,51,17,3,4,20,26,-9
2153,ORL,ORL vs. DET,11/07/2018,L,240,96,40,87,46.0,9,27,33.3,7,9,77.8,6,34,40,28,10,8,21,19,-7
2154,DET,DET @ ORL,11/07/2018,W,240,103,37,90,41.1,11,37,29.7,18,20,90.0,13,37,50,21,13,1,20,15,7
2155,LAL,LAL vs. MIN,11/07/2018,W,240,114,44,91,48.4,15,34,44.1,11,14,78.6,12,35,47,32,6,4,16,14,4
2156,MIN,MIN @ LAL,11/07/2018,L,240,110,41,91,45.1,20,40,50.0,8,9,88.9,11,29,40,22,10,5,16,17,-4
2157,ATL,ATL @ CHA,11/06/2018,L,240,102,41,85,48.2,6,30,20.0,14,18,77.8,7,30,37,22,13,9,22,18,-11
2158,CHA,CHA vs. ATL,11/06/2018,W,240,113,45,92,48.9,13,31,41.9,10,18,55.6,8,35,43,27,9,4,21,16,11
2159,WAS,WAS @ DAL,11/06/2018,L,240,100,37,87,42.5,11,35,31.4,15,20,75.0,5,27,32,27,8,6,10,24,-19
2160,DAL,DAL vs. WAS,11/06/2018,W,240,119,39,82,47.6,15,34,44.1,26,27,96.3,10,40,50,25,4,6,18,22,19
2161,POR,POR vs. MIL,11/06/2018,W,240,118,48,91,52.7,17,43,39.5,5,8,62.5,11,40,51,23,7,3,12,17,15
2162,MIL,MIL @ POR,11/06/2018,L,240,103,40,92,43.5,16,42,38.1,7,8,87.5,12,30,42,26,2,1,12,16,-15
2163,BKN,BKN @ PHX,11/06/2018,W,240,104,41,92,44.6,9,36,25.0,13,19,68.4,13,39,52,22,9,5,10,22,22
2164,PHX,PHX vs. BKN,11/06/2018,L,240,82,28,81,34.6,9,25,36.0,17,20,85.0,9,40,49,16,4,3,20,20,-22
2165,NOP,NOP @ OKC,11/05/2018,L,240,116,41,84,48.8,9,29,31.0,25,30,83.3,11,34,45,27,8,5,21,26,-6
2166,OKC,OKC vs. NOP,11/05/2018,W,240,122,45,93,48.4,10,27,37.0,22,31,71.0,9,32,41,26,15,3,12,23,6
2167,BOS,BOS @ DEN,11/05/2018,L,240,107,44,87,50.6,9,31,29.0,10,12,83.3,7,33,40,22,9,9,12,21,-8
2168,DEN,DEN vs. BOS,11/05/2018,W,240,115,41,90,45.6,13,34,38.2,20,28,71.4,15,32,47,25,5,4,13,14,8
2169,HOU,HOU @ IND,11/05/2018,W,240,98,34,76,44.7,15,47,31.9,15,16,93.8,5,34,39,23,9,6,17,24,4
2170,IND,IND vs. HOU,11/05/2018,L,240,94,33,75,44.0,8,28,28.6,20,30,66.7,7,32,39,17,8,3,16,15,-4
2171,UTA,UTA vs. TOR,11/05/2018,L,240,111,38,86,44.2,8,31,25.8,27,41,65.9,12,28,40,29,10,4,12,19,-13
2172,TOR,TOR @ UTA,11/05/2018,W,240,124,49,86,57.0,13,33,39.4,13,14,92.9,7,36,43,21,9,3,15,28,13
2173,DET,DET vs. MIA,11/05/2018,L,265,115,43,105,41.0,11,35,31.4,18,28,64.3,21,39,60,27,8,3,19,30,-5
2174,MIA,MIA @ DET,11/05/2018,W,265,120,44,98,44.9,12,31,38.7,20,31,64.5,9,41,50,24,10,8,17,26,5
2175,ORL,ORL vs. CLE,11/05/2018,W,240,102,39,87,44.8,11,34,32.4,13,15,86.7,10,30,40,22,11,5,15,16,2
2176,CLE,CLE @ ORL,11/05/2018,L,240,100,41,80,51.3,10,23,43.5,8,12,66.7,8,34,42,20,8,2,18,17,-2
2177,MIN,MIN @ LAC,11/05/2018,L,240,109,40,85,47.1,5,21,23.8,24,30,80.0,8,30,38,20,9,8,11,23,-11
2178,LAC,LAC vs. MIN,11/05/2018,W,240,120,43,88,48.9,14,31,45.2,20,22,90.9,13,30,43,30,5,4,12,27,11
2179,NYK,NYK vs. CHI,11/05/2018,L,290,115,41,106,38.7,7,26,26.9,26,29,89.7,21,41,62,20,7,6,18,27,-1
2180,CHI,CHI @ NYK,11/05/2018,W,290,116,43,95,45.3,8,30,26.7,22,30,73.3,11,37,48,15,9,9,19,22,1
2181,GSW,GSW vs. MEM,11/05/2018,W,240,117,41,81,50.6,13,24,54.2,22,23,95.7,8,38,46,29,4,4,13,25,16
2182,MEM,MEM @ GSW,11/05/2018,L,240,101,38,83,45.8,9,27,33.3,16,21,76.2,4,26,30,31,8,8,10,19,-16
2183,WAS,WAS vs. NYK,11/04/2018,W,240,108,36,83,43.4,6,26,23.1,30,39,76.9,15,32,47,21,12,11,13,18,13
2184,NYK,NYK @ WAS,11/04/2018,L,240,95,39,93,41.9,5,27,18.5,12,16,75.0,15,36,51,19,5,5,20,28,-13
2185,MIL,MIL vs. SAC,11/04/2018,W,240,144,46,95,48.4,22,56,39.3,30,33,90.9,10,46,56,30,6,7,13,20,35
2186,SAC,SAC @ MIL,11/04/2018,L,240,109,42,95,44.2,14,36,38.9,11,22,50.0,8,36,44,24,6,4,15,26,-35
2187,MIN,MIN @ POR,11/04/2018,L,240,81,29,93,31.2,7,30,23.3,16,21,76.2,13,25,38,18,9,4,11,21,-30
2188,POR,POR vs. MIN,11/04/2018,W,240,111,38,86,44.2,7,28,25.0,28,32,87.5,17,49,66,15,7,1,17,20,30
2189,PHI,PHI @ BKN,11/04/2018,L,240,97,31,65,47.7,4,20,20.0,31,41,75.6,9,37,46,16,6,1,28,21,-25
2190,BKN,BKN vs. PHI,11/04/2018,W,240,122,50,105,47.6,9,28,32.1,13,18,72.2,15,23,38,27,11,3,9,28,25
2191,PHX,PHX vs. MEM,11/04/2018,W,240,102,33,64,51.6,14,32,43.8,22,26,84.6,5,32,37,25,7,3,25,27,2
2192,MEM,MEM @ PHX,11/04/2018,L,240,100,36,76,47.4,7,23,30.4,21,29,72.4,9,21,30,19,13,3,13,21,-2
2193,TOR,TOR @ LAL,11/04/2018,W,240,121,49,98,50.0,10,35,28.6,13,14,92.9,13,36,49,32,9,4,13,24,14
2194,LAL,LAL vs. TOR,11/04/2018,L,240,107,39,85,45.9,6,24,25.0,23,29,79.3,6,32,38,25,6,4,16,18,-14
2195,SAS,SAS vs. ORL,11/04/2018,L,240,110,38,88,43.2,12,35,34.3,22,25,88.0,10,33,43,25,3,5,11,21,-7
2196,ORL,ORL @ SAS,11/04/2018,W,240,117,46,91,50.5,12,32,37.5,13,18,72.2,11,32,43,29,7,4,9,22,7
2197,CHA,CHA vs. CLE,11/03/2018,W,240,126,52,91,57.1,10,30,33.3,12,13,92.3,12,38,50,29,3,7,15,17,32
2198,CLE,CLE @ CHA,11/03/2018,L,240,94,35,81,43.2,10,26,38.5,14,15,93.3,3,23,26,22,10,2,15,20,-32
2199,UTA,UTA @ DEN,11/03/2018,L,240,88,33,81,40.7,6,31,19.4,16,24,66.7,10,30,40,22,12,7,13,21,-15
2200,DEN,DEN vs. UTA,11/03/2018,W,240,103,41,83,49.4,9,28,32.1,12,19,63.2,8,40,48,32,8,0,17,26,15
2201,ATL,ATL vs. MIA,11/03/2018,W,240,123,46,88,52.3,13,32,40.6,18,23,78.3,8,29,37,33,11,7,18,21,5
2202,MIA,MIA @ ATL,11/03/2018,L,240,118,41,85,48.2,16,40,40.0,20,26,76.9,13,28,41,27,6,6,18,20,-5
2203,BOS,BOS @ IND,11/03/2018,L,240,101,38,88,43.2,19,46,41.3,6,9,66.7,10,35,45,23,6,8,14,20,-1
2204,IND,IND vs. BOS,11/03/2018,W,240,102,36,86,41.9,11,32,34.4,19,25,76.0,8,37,45,23,10,2,13,16,1
2205,POR,POR vs. LAL,11/03/2018,L,240,110,44,104,42.3,6,35,17.1,16,22,72.7,16,34,50,20,10,5,14,21,-4
2206,LAL,LAL @ POR,11/03/2018,W,240,114,45,86,52.3,8,21,38.1,16,25,64.0,9,41,50,20,9,11,20,22,4
2207,HOU,HOU @ CHI,11/03/2018,W,240,96,35,83,42.2,13,42,31.0,13,20,65.0,10,35,45,21,13,5,19,22,8
2208,CHI,CHI vs. HOU,11/03/2018,L,240,88,28,71,39.4,6,23,26.1,26,27,96.3,4,33,37,15,13,4,19,18,-8
2209,SAS,SAS vs. NOP,11/03/2018,W,240,109,45,96,46.9,8,23,34.8,11,14,78.6,8,35,43,29,8,4,9,21,14
2210,NOP,NOP @ SAS,11/03/2018,L,240,95,36,77,46.8,6,21,28.6,17,30,56.7,6,42,48,22,3,8,16,21,-14
2211,DET,DET @ PHI,11/03/2018,L,240,99,33,83,39.8,5,30,16.7,28,41,68.3,7,37,44,16,8,3,17,32,-10
2212,PHI,PHI vs. DET,11/03/2018,W,240,109,28,69,40.6,9,29,31.0,44,51,86.3,3,42,45,21,11,3,18,31,10
2213,WAS,WAS vs. OKC,11/02/2018,L,240,111,44,86,51.2,9,30,30.0,14,18,77.8,6,24,30,27,6,4,19,21,-23
2214,OKC,OKC @ WAS,11/02/2018,W,240,134,49,86,57.0,15,32,46.9,21,26,80.8,7,31,38,34,13,5,13,20,23
2215,DAL,DAL vs. NYK,11/02/2018,L,240,106,40,81,49.4,11,29,37.9,15,24,62.5,11,29,40,22,6,1,19,28,-12
2216,NYK,NYK @ DAL,11/02/2018,W,240,118,46,84,54.8,7,29,24.1,19,26,73.1,10,30,40,26,13,4,12,24,12
2217,UTA,UTA vs. MEM,11/02/2018,L,240,100,36,77,46.8,14,36,38.9,14,25,56.0,10,29,39,21,3,5,14,25,-10
2218,MEM,MEM @ UTA,11/02/2018,W,240,110,38,75,50.7,13,26,50.0,21,34,61.8,9,30,39,23,9,3,11,29,10
2219,LAC,LAC @ ORL,11/02/2018,W,240,120,41,86,47.7,13,26,50.0,25,33,75.8,10,40,50,22,5,3,14,23,25
2220,ORL,ORL vs. LAC,11/02/2018,L,240,95,40,90,44.4,4,17,23.5,11,19,57.9,8,32,40,20,7,4,10,24,-25
2221,HOU,HOU @ BKN,11/02/2018,W,240,119,41,83,49.4,15,39,38.5,22,32,68.8,11,30,41,22,4,10,9,21,8
2222,BKN,BKN vs. HOU,11/02/2018,L,240,111,42,85,49.4,15,34,44.1,12,20,60.0,9,29,38,22,5,4,12,28,-8
2223,PHX,PHX vs. TOR,11/02/2018,L,240,98,40,91,44.0,8,26,30.8,10,18,55.6,12,37,49,20,3,4,16,18,-9
2224,TOR,TOR @ PHX,11/02/2018,W,240,107,41,81,50.6,12,33,36.4,13,21,61.9,6,33,39,29,11,10,14,23,9
2225,CHI,CHI vs. IND,11/02/2018,L,240,105,42,89,47.2,13,31,41.9,8,9,88.9,11,32,43,33,2,7,14,20,-2
2226,IND,IND @ CHI,11/02/2018,W,240,107,40,85,47.1,7,26,26.9,20,22,90.9,9,33,42,21,8,9,11,13,2
2227,MIN,MIN @ GSW,11/02/2018,L,240,99,38,101,37.6,13,45,28.9,10,14,71.4,8,31,39,25,8,4,5,16,-17
2228,GSW,GSW vs. MIN,11/02/2018,W,240,116,43,88,48.9,13,34,38.2,17,22,77.3,12,49,61,31,3,9,16,16,17
2229,OKC,OKC @ CHA,11/01/2018,W,240,111,41,96,42.7,8,37,21.6,21,29,72.4,14,35,49,20,12,9,10,21,4
2230,CHA,CHA vs. OKC,11/01/2018,L,240,107,38,93,40.9,11,41,26.8,20,22,90.9,11,40,51,26,7,3,18,26,-4
2231,ATL,ATL vs. SAC,11/01/2018,L,240,115,42,87,48.3,8,31,25.8,23,34,67.6,10,33,43,26,6,6,22,28,-31
2232,SAC,SAC @ ATL,11/01/2018,W,240,146,53,98,54.1,14,35,40.0,26,32,81.3,10,36,46,38,14,3,14,29,31
2233,NOP,NOP @ POR,11/01/2018,L,240,119,40,94,42.6,8,29,27.6,31,37,83.8,14,30,44,23,7,3,13,24,-13
2234,POR,POR vs. NOP,11/01/2018,W,240,132,44,87,50.6,18,35,51.4,26,31,83.9,8,38,46,26,4,4,14,30,13
2235,DEN,DEN @ CLE,11/01/2018,W,240,110,41,85,48.2,10,26,38.5,18,21,85.7,14,30,44,22,8,7,12,18,19
2236,CLE,CLE vs. DEN,11/01/2018,L,240,91,34,83,41.0,5,18,27.8,18,19,94.7,13,22,35,18,11,4,14,22,-19
2237,MIL,MIL @ BOS,11/01/2018,L,240,113,41,85,48.2,9,29,31.0,22,30,73.3,8,37,45,20,8,3,14,20,-4
2238,BOS,BOS vs. MIL,11/01/2018,W,240,117,41,92,44.6,24,55,43.6,11,13,84.6,8,34,42,30,5,8,13,23,4
2239,LAC,LAC @ PHI,11/01/2018,L,240,113,38,86,44.2,9,23,39.1,28,33,84.8,8,34,42,19,6,7,18,28,-9
2240,PHI,PHI vs. LAC,11/01/2018,W,240,122,44,93,47.3,13,27,48.1,21,28,75.0,10,33,43,29,7,7,16,30,9
2241,MIN,MIN vs. UTA,10/31/2018,W,240,128,50,86,58.1,12,25,48.0,16,24,66.7,7,34,41,19,10,8,16,28,3
2242,UTA,UTA @ MIN,10/31/2018,L,240,125,47,97,48.5,13,30,43.3,18,30,60.0,20,28,48,25,9,5,14,22,-3
2243,DET,DET @ BKN,10/31/2018,L,265,119,39,93,41.9,11,34,32.4,30,39,76.9,14,41,55,16,8,6,17,30,-1
2244,BKN,BKN vs. DET,10/31/2018,W,265,120,43,101,42.6,12,38,31.6,22,30,73.3,18,37,55,26,5,3,16,33,1
2245,PHX,PHX vs. SAS,10/31/2018,L,240,90,35,90,38.9,6,24,25.0,14,18,77.8,7,28,35,21,10,3,15,26,-30
2246,SAS,SAS @ PHX,10/31/2018,W,240,120,46,83,55.4,4,18,22.2,24,26,92.3,6,41,47,24,7,6,14,15,30
